02000465:Centro Privado de Educación Infantil Primaria y Secundaria:MARíA INMACULADA:CL. DIONISIO GUARDIOLA, 22:02003:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:incluye SEC:685:967604110:TIPO 2
02000519:Centro Privado de Educación Infantil y Primaria:NUESTRA SE¥ORA DE MONTSERRAT:CL. ANTONIO CUEVAS BELMONTE, 8, 10 Y 12:02006:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:SOLO PRI:208:967235289:TIPO 2
02000568:Centro Privado de Educación Infantil y Primaria:AZORíN:CL. CAPITAN CORTES, 15:02003:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:SOLO PRI:245:967237713:TIPO 2
02000593:Centro Privado de Educación Infantil y Primaria:SAN CRISTÓBAL:CL. PEREZ PASTOR, 90:02004:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:SOLO PRI:209:967226006:TIPO 2
02000601:Instituto de Educación Secundaria:IZPISéA BELMONTE:AV. DE LA CONSTITUCIÓN, 29:02400:Hellin:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:incluye SEC:721:967306472:TIPO 2
02000787:Centro Privado de Educación Infantil Primaria y Secundaria:SANTO ÁNGEL:CL. HERMANOS JIMENEZ, 31:02004:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:incluye SEC:647:967600070:TIPO 2
02000842:Colegio de Educación Infantil y Primaria:BENJAMíN PALENCIA:CL. MEJICO, 8:02006:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:505:?:TIPO 2
02000982:Colegio de Educación Infantil y Primaria:VIRGEN DEL ROSARIO:AV. JUAN PABLO II, 48:02510:Pozo Cañada:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:310:967250200:TIPO 2
02000994:Colegio de Educación Infantil y Primaria:PRíNCIPE FELIPE:CL. LOS POZOS, S/N:02140:El Salobral:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:79:967271566:TIPO 2
02001007:Colegio de Educación Infantil y Primaria:PEDRO SIMÓN ABRIL:CL. NUEVA, S/N:02328:Santa Ana:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:109:967270047:TIPO 2
02001111:Colegio de Educación Infantil y Primaria:NUESTRA SE¥ORA DE CORTES:CR. DE RIOPAR, 11:02300:Alcaraz:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:118:967380129:TIPO 2
02001147:Colegio de Educación Infantil y Primaria:DUQUE DE ALBA:CL. SAN LUIS, 22:02640:Almansa:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:338:967341976:TIPO 2
02001159:Colegio de Educación Infantil y Primaria:PRíNCIPE DE ASTURIAS:CL. LA ROSA, 112:02640:Almansa:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:442:967340240:TIPO 2
02001160:Colegio de Educación Infantil y Primaria:NUESTRA SE¥ORA DE BELN:CL. LA ROSA, 6:02640:Almansa:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:201:967340135:TIPO 2
02001172:Centro Privado de Educación Infantil Primaria y Secundaria:ESCLAVAS DE MARíA:AV. JOSE RODRIGUEZ, 25:02640:Almansa:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:incluye SEC:332:967341486:TIPO 2
02001184:Centro Privado de Educación Infantil Primaria y Secundaria:COLEGIO EPISCOPAL-OBRA MISIONERA EKUMENE:RB. DE LA MANCHA, 34:02640:Almansa:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:incluye SEC:309:967340250:TIPO 2
02001202:Instituto de Educación Secundaria:JOS CONDE GARCíA:AV. JOSE HERNANDEZ DE LA ASUNCION, 4:02640:Almansa:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:incluye SEC:604:967340694:TIPO 2
02001214:Colegio de Educación Infantil y Primaria:VERA CRUZ:PZ. MERCADO, 3:02690:Alpera:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:211:967330094:TIPO 2
02001241:Colegio de Educación Infantil y Primaria:NUESTRA SE¥ORA DEL ROSARIO:CL. CONSTITUCION, 56:02320:Balazote:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:232:967360298:TIPO 2
02001275:Colegio de Educación Infantil y Primaria:BENJAMíN PALENCIA:CL. ALBACETE, 6:02639:Barrax:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:202:967365153:TIPO 2
02001381:Colegio de Educación Infantil y Primaria:ANTÓN DíAZ:CL. HUERTO, 2:02610:El Bonillo:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:256:967370542:TIPO 2
02001408:Colegio de Educación Infantil y Primaria:SAN PEDRO APÓSTOL:CL. DOCTOR HONRUBIA, 18:02151:Casas de Juan Nuñez:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:114:967405021:TIPO 2
02001433:Colegio de Educación Infantil y Primaria:SAN AGUSTíN:CL. COLEGIO, 10:02200:Casas-Ibañez:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:432:967460750:TIPO 2
02001494:Colegio de Educación Infantil y Primaria:ALCÁZAR Y SERRANO:AV. VIRGEN DE GRACIA, 66:02660:Caudete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:395:965825154:TIPO 2
02001512:Centro Privado de Educación Infantil Primaria y Secundaria:AMOR DE DIOS:AV. NTRA.SRA.DE GRACIA, 91:02660:Caudete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:incluye SEC:296:965827068:TIPO 2
02001573:Colegio de Educación Infantil y Primaria:ALCALDE GALINDO:AV. CONSTITUCION, 22:02520:Chinchilla de Monte-Aragon:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:290:967260092:TIPO 2
02001615:Colegio de Educación Infantil y Primaria:SAN BLAS:CL. LOS PASOS, S/N:02430:Elche de la Sierra:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:208:967410185:TIPO 2
02001639:Centro Privado de Educación Infantil Primaria y Secundaria:CRISTO CRUCIFICADO:PS. DE LA LIBERTAD, 15:02430:Elche de la Sierra:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:incluye SEC:211:967410024:TIPO 2
02001706:Colegio de Educación Infantil y Primaria:DON QUIJOTE Y SANCHO:AV. GRUPO ESCOLAR, 15:02651:Fuente-Alamo:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:247:967321805:TIPO 2
02001731:Colegio de Educación Infantil y Primaria:CRISTO DEL VALLE:AV. ALBACETE, 11:02260:Fuentealbilla:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:139:967477573:TIPO 2
02001743:Colegio de Educación Infantil y Primaria:MARIANO MUNERA:CL. SANTA ANA, 1:02110:La Gineta:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:201:967275129:TIPO 2
02001810:Colegio de Educación Infantil y Primaria:ISABEL LA CATÓLICA:CL. MELCHOR DE MACANAZ, 18:02400:Hellin:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:424:967301527:TIPO 2
02001822:Colegio de Educación Infantil y Primaria:MARTíNEZ PARRAS:AV. DE LA LIBERTAD, 80:02400:Hellin:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:409:967300886:TIPO 2
